name,text
1605605488304869376,Police are investigating after the body of a stowaway was found on a flight that arrived in the UK from Gambia. Mor… https://t.co/hSuJMLuAZ4
1605594065810096131,Congratulations to Ellie at @nowletstravel! You've won £250 marketing spend in the #TTGChristmasCountdown in associ… https://t.co/Xl6sHCkHaz
1605592088015273985,"#BorderForce believes it can “reasonably expect” to cope with the #Christmas rush, but has pre-emptively apologised… https://t.co/f0z1ikBT9H"
1605586433481359361,"Enter this @colombia_travel competition before midnight on Friday for the chance to win!
https://t.co/1xLlxUyzRq"
1605585675939479552,"A family-owned villa specialist plans to grow rapidly after installing a leadership team and gaining an Atol
https://t.co/fFhQBs5PPJ"
1605581157084430336,"Atol (@ATOLprotected) has launched its ""biggest-ever"" peaks booking campaign in a bid to support the travel industr… https://t.co/Y4LgD8xG6W"
1605574818421563392,"Ryanair (@Ryanair) has added two new routes from the #UK to #Porto to its summer 2023 schedule. Full story below:
https://t.co/DM4XdZ8Fpo"
1605573806332039172,"On today's TTG Daily: 

🇺🇸 'Bomb cyclone' could make US air travel 'impossible'
 
🏅 Bruce Poon Tip: Kremlin sanctio… https://t.co/fs9mtFyzFW"
1605572548493807618,"Barrhead Travel (@BarrheadTravel) will launch a TV ad campaign on #BoxingDay to support its ""Massive Holiday Sale""… https://t.co/b2mGbxNvap"
1605571038280003584,"Travellers to, from and in the #US have been warned to expect disruption as the country braces for a severe cold sn… https://t.co/MB4R9rK7QL"
1605569151635886080,"Almost all Titan Travel (@titantraveluk) repeat customers plan to travel next year, research by the Saga-owned esco… https://t.co/a7P87LeefN"
1605568022558969858,Many of the modern therapeutic treatments and equipment at Gdas Bali Health and Wellness Resort aren’t available an… https://t.co/l20ekvqdVo
1605513956117946372,"Kremlin sanction 'a badge of honour' says G Adventures chief @brucepoontip; Poon Tip, who is among 200 prominent Ca… https://t.co/oktMYuPIZr"
1605512654675738624,"You could win one of two seven-night holidays to resorts in Sicily and Sardinia, courtesy of Mangia’s Resorts and C… https://t.co/O0Ek04IlBF"
1605503419330035712,There's more marketing spend up for grabs today than there was yesterday in the #TTGChristmasCountdown with… https://t.co/SqlSKWK5ew
1605488724707516417,Cross Channel passenger ferry service to resume in the spring https://t.co/Hd3R3RCOOG
1605476153464164353,"Holland America Line expands 2024 European programme, promising 'the biggest refresh' of its European schedule 'in… https://t.co/7l5APDNX8b"
1605474402031882241,"Making headlines this morning:

⛈️ 'bomb cyclone' set to disrupt US festive travel

🛫 BA's long-haul schedule hit b… https://t.co/tYr30rkcqx"
1605473145577541635,The key strike dates you need to be aware of over the coming weeks https://t.co/AmsjCyIqw3
1605471884732162048,Icelandair leases additional aircraft to address flight backlog at Keflavik caused by extreme weather https://t.co/1UAiW5liZc
1605470871019216898,Havila Voyages forced to cancel four Christmas and new year sailings https://t.co/n3uhbH8jGb
1605231674010238979,Congratulations to Donna at @dbygeorgeNT! The @jet2tweets team will post out your prize speakers shortly 🎅… https://t.co/vuQqu2Y0Qx
1605225388564701184,RT @MilesMorganNews: We've got our fingers crossed!🤞
1605221740438847489,"This competition is being run in celebration of the 150th anniversary of the Vienna World’s Fair, which takes place… https://t.co/xbCjo8VCfa"
1605212272791625729,"In this edition of #TTGTradeSecrets, the @NT_Australia shares tips for journeying Down Under and the top activities… https://t.co/49b7CEeVBi"
1605210160334413825,Sunlife targets UK growth with new appointments https://t.co/IzMvOTY1wN
1605208903628619776,"Long-haul 'better value' as airfares soar, says specialist https://t.co/8B1tjmgwEo"
1605207644062601216,"Peaks 'shouldn't be a race to the bottom', says Gold Medal https://t.co/IIBF0mc9rK"
1605206892271341570,"How do you fancy a £100 Love2shop voucher to treat yourself to some new clothes, home items or jewellery? You could… https://t.co/uD68RdfF6E"
1605206687102763010,Gold Medal to increase agent incentives for peaks https://t.co/l6VF7JLIpA
1605199112231690240,"We know what's on your Christmas list this year... tickets for the #TTGLuxuryAwards!

Kick off 2023 in style and jo… https://t.co/67VMVycN1a"
